job_name,company_name,companytype_text,providesalary_text,workarea_text,jobwelf,updatedate,attribute_text
客服专员,湖南武曌网络科技有限公司,民营公司,6-8千/月,长沙-芙蓉区,五险 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检 法定节日 生日节日福利,10-14,"['长沙-芙蓉区', '1年经验', '大专', '招若干人']"
网店运营专员,烟台艾尔特信息科技有限公司,民营公司,6-8千/月,烟台-开发区,全勤奖 绩效奖金 节日福利 五险 做六休一,10-14,"['烟台-开发区', '1年经验', '招3人']"
销售经理,成都金沐灶网络科技有限公司,民营公司,1.5-1.8万/月,成都-高新区,专业培训 五险 员工旅游 节日福利 生日礼金 年底双薪,10-14,"['成都-高新区', '5-7年经验', '大专', '招1人']"
KOL营销,深圳虾皮信息科技有限公司,上市公司,1.5-2万/月,广州-番禺区,,10-14,"['广州-番禺区', '2年经验', '本科', '招1人']"
采购跟单,苏州箴全科技有限公司,民营公司,6-8千/月,苏州-工业园区,五险一金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 周末双休 节日福利 带薪年假,10-14,"['苏州-工业园区', '3-4年经验', '大专', '招1人']"
销售副总/总监,上海翊帮人科技有限公司,民营公司,2-2.5万/月,上海-徐汇区,员工旅游 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金,10-14,"['上海-徐汇区', '5-7年经验', '本科', '招1人']"
北京城市经理/主管,杭州慕兰卡电子商务有限公司,民营公司,5.5-8千/月,北京-朝阳区,五险一金 绩效奖金 全勤奖 节日福利 专业培训 年终奖金,10-14,"['北京-朝阳区', '2年经验', '大专', '招若干人']"
汤臣倍健OTC业务代表（江宁区）,南京享康生物科技有限公司,民营公司,6-7千/月,南京-鼓楼区,带薪年假 五险一金 节日福利 绩效奖金 餐饮补贴 孝金 爱心基金 定期体检 团队旅游 周末双休,10-14,"['南京-鼓楼区', '2年经验', '中专', '招1人']"
海外品牌策划（周末双休，长沙/深圳）,深圳市大五科技有限公司,民营公司,1-2万/月,长沙-开福区,五险一金 年终奖金 生日福利 下午茶 员工团建 绩效奖金,10-14,"['长沙-开福区', '3-4年经验', '本科', '招1人']"
销售专员，底薪5K+高提成,武汉海达锐网络科技有限公司,民营公司,1-1.5万/月,武汉-武昌区,交通补贴 餐饮补贴 通讯补贴 专业培训 弹性工作 绩效奖金 周末双休,10-14,"['武汉-武昌区', '1年经验', '大专', '招30人']"
天猫数据运营,上海帝亚实业有限公司,民营公司,1.5-2万/月,上海-松江区,带薪年假 绩效奖金 全勤奖 节日福利 五险 包住,10-14,"['上海-松江区', '5-7年经验', '大专', '招1人']"
亚马逊销售主管,绍兴盈科商务信息咨询有限公司,民营公司,0.8-1万/月,绍兴-柯桥区,员工旅游 带薪休假,10-14,"['绍兴-柯桥区', '3-4年经验', '本科', '招3人']"
景枫华为体验店店员,都比比(江苏)网络信息技术有限公司,外资（非欧美）,4.5-6千/月,南京-建邺区,,10-14,"['南京-建邺区', '无需经验', '招若干人']"
日语运营专员,深圳前海浩方科技有限公司,民营公司,0.7-1.2万/月,深圳-南山区,五险一金 专业培训 弹性工作 绩效奖金 定期体检,10-14,"['深圳-南山区', '1年经验', '本科', '招1人']"
地推团长,深圳宁泽金融科技有限公司,民营公司,0.5-1万/月,上饶,五险一金 餐饮补贴 做五休二 带薪年假 弹性工作 定期体检,10-14,"['上饶', '2年经验', '大专', '招若干人']"
售前客服,深圳市宗匠科技有限公司,民营公司,6-8千/月,深圳-南山区,五险一金 生日会 弹性工作 绩效奖金 年终奖金,10-14,"['深圳-南山区', '1年经验', '招2人']"
Shopee运营助理/专员,广州千洛贸易有限公司,民营公司,6-8千/月,广州,定期体检 弹性工作 年终奖金 五险 周末双休 生日会 过节费 户外拓展 每周运动 活动经费,10-14,"['广州', '1年经验', '本科', '招1人']"
大区销售总监,深圳市乐活电子商务有限公司,民营公司,2-2.5万/月,北京,包住,10-14,"['北京', '5-7年经验', '本科', '招若干人']"
销售经理（税务筹划-合作型）,顺利创（浙江）企业服务有限公司上海分公司,民营公司,30-60万/年,上海,五险一金 员工旅游 年终奖金 绩效奖金 股票期权 专业培训,10-14,"['上海', '3-4年经验', '大专', '招若干人']"
产品操盘专员,云南博昂科技有限公司,民营公司,6-8千/月,昆明-西山区,绩效奖金 年终奖金 带薪年假 年度体检 年度旅游 节日福利 通讯补贴 交通补贴 社保,10-14,"['昆明-西山区', '1年经验', '本科', '招1人']"
客服专员,深圳楠睿实业集团有限公司,民营公司,4-5千/月,深圳-龙岗区,五险一金 专业培训 绩效奖金 年终奖金 定期体检 员工旅游 带薪年假 下午茶 生日礼金 全勤奖,10-14,"['深圳-龙岗区', '1年经验', '大专', '招1人']"
Lazada/Shopee运营,青岛星商电子商务有限公司,民营公司,4.5-7千/月,青岛-市南区,五险一金 员工旅游 专业培训 年终奖金 弹性工作 带薪年假 高额提成 语言补助,10-14,"['青岛-市南区', '1年经验', '大专', '招1人']"
电话销售,成都装信通科技有限公司,民营公司,3-4.5千/月,遂宁,年终奖金 绩效奖金 带薪年假 五险 生日福利 节假日福利,10-14,"['遂宁', '1年经验', '高中', '招2人']"
双休销售+五险一金,江苏飞视文化发展有限公司,民营公司,0.9-1.5万/月,无锡-无锡新区,五险一金 专业培训 周末双休 交通补贴 全勤奖,10-14,"['无锡-无锡新区', '1年经验', '大专', '招5人']"
销售,腾讯企业微信四川服务中心,民营公司,1-1.5万/月,成都-金牛区,员工旅游 年终奖金 股票期权 绩效奖金 专业培训 定期体检,10-14,"['成都-金牛区', '1年经验', '大专', '招若干人']"
下午上班美滋滋,新乡北游科技有限公司,民营公司,0.8-1万/月,新乡,带薪年假 节日福利 全勤奖 绩效奖金,10-14,"['新乡', '3-4年经验', '招若干人']"
产品经理/助理,广东天拓海汇科技有限公司,民营公司,0.7-1.3万/月,广州,五险一金 免费班车 员工旅游 交通补贴 餐饮补贴 定期体检 绩效奖金 年终奖金,10-14,"['广州', '2年经验', '大专', '招1人']"
产品经理-偏运营方向（双休+五险一金）,广州壹豆网络科技有限公司,民营公司,0.8-1.3万/月,广州-天河区,五险一金 绩效奖金 年终奖金 弹性工作 定期体检 周末双休 专业培训 带薪年假,10-14,"['广州-天河区', '1年经验', '本科', '招1人']"
高级天猫运营,深圳市闪魔数码科技有限公司,民营公司,1-1.6万/月,深圳-龙岗区,餐饮补贴 专业培训 绩效奖金 节日福利 住房补贴 职位晋升 年终奖金 弹性工作 员工旅游,10-14,"['深圳-龙岗区', '3-4年经验', '大专', '招1人']"
电商运营经理,杭州朗悦科技有限公司,民营公司,1.3-1.8万/月,杭州-拱墅区,五险一金 专业培训 年终奖金 定期体检 绩效奖金,10-14,"['杭州-拱墅区', '5-7年经验', '本科', '招1人']"
高级产品经理,焦点科技股份有限公司,上市公司,2.5-3万/月,南京-浦口区,五险一金 绩效奖金 年终奖金 定期体检,10-14,"['南京-浦口区', '5-7年经验', '本科', '招1人']"
美工,杭州快捷电子有限公司,民营公司,6.5-8千/月,杭州-余杭区,专业培训 通讯补贴 定期体检 年终奖金 绩效奖金 五险 包吃 外住补贴,10-14,"['杭州-余杭区', '1年经验', '大专', '招1人']"
信息化支持工程师,中储南京智慧物流科技有限公司,国企,0.8-1.5万/月,南京-鼓楼区,周末双休 带薪年假 五险一金 绩效奖金 节日福利 餐饮补贴 高温补贴 专业培训 定期体检 年终奖金,10-14,"['南京-鼓楼区', '1年经验', '大专', '招若干人']"
京东售后客服,南昌敏涛贸易有限公司,民营公司,4-5千/月,南昌-青山湖区,带薪年假 包吃 绩效奖金 全勤奖 节日福利 专业培训 餐饮补贴 加班补贴 五险一金 交通补贴,10-14,"['南昌-青山湖区', '1年经验', '中专', '招2人']"
在线客服做五休二,上海仄创信息咨询有限公司,合资,4-7千/月,上海-黄浦区,做五休二 五险一金 绩效奖金 周末双休 弹性工作 带薪年假 包住宿 交通补贴 高温补贴 住房补贴,10-14,"['上海-黄浦区', '1年经验', '中专', '招6人']"
运力运营管理/招聘,绿雀城配（青岛）科技服务有限公司,民营公司,0.6-1.2万/月,杭州-滨江区,,10-14,"['杭州-滨江区', '3-4年经验', '大专', '招若干人']"
阿里巴巴营销顾问,湖南思洋互联网产业发展有限公司,民营公司,0.6-1.2万/月,长沙-浏阳市,带薪年假 五险一金 专业培训 节日福利 全勤奖 绩效奖金 交通补贴 通讯补贴,10-14,"['长沙-浏阳市', '1年经验', '大专', '招5人']"
天猫售后主管,深圳市风行世联电子商务有限公司,民营公司,6-8千/月,广州-天河区,全勤奖 节日福利 专业培训 加班补贴 五险 做六休一 带薪年假 弹性工作 员工旅游 年终奖金,10-14,"['广州-天河区', '1年经验', '招10人']"
计划专员/供应链专员,上海勇王包装制品有限公司,民营公司,6-8千/月,上海-松江区,带薪年假 弹性工作 绩效奖金 节日福利 餐饮补贴 年终奖金 五险一金,10-14,"['上海-松江区', '1年经验', '大专', '招2人']"
销售经理,长春市李斯特龙智能科技有限公司,创业公司,0.5-1万/月,长春,五险一金 弹性工作 绩效奖金,10-14,"['长春', '3-4年经验', '大专', '招1人']"
5000招商储备,好商汇投资（广州）有限公司,民营公司,0.8-1万/月,杭州-上城区,员工旅游 专业培训 包吃 包住 社保 绩效奖金,10-14,"['杭州-上城区', '无需经验', '招若干人']"
客户主管/经理,德汇好物科技股份有限公司北京分公司,民营公司,0.5-1万/月,北京-海淀区,五险一金 通讯补贴 餐饮补贴 毕业留任 做五休二 专业培训,10-14,"['北京-海淀区', '1年经验', '大专', '招1人']"
采购开发,深圳市瑞斯特实业股份有限公司,合资,0.7-1万/月,深圳-龙华区,五险一金 员工旅游 年终奖金 过节费 户口调动 股权激励 带薪年假 周末双休 专业培训,10-14,"['深圳-龙华区', '3-4年经验', '大专', '招若干人']"
运营客服（五险一金+提供住宿）,深圳市南方网通网络技术开发有限公司,民营公司,4.5-6千/月,深圳-南山区,全勤奖 包住宿 节日福利 专业培训 五险一金 带薪年假,10-14,"['深圳-南山区', '1年经验', '大专', '招若干人']"
淘宝天猫运营,冷链在线（武汉）信息技术有限公司,民营公司,0.6-1万/月,武汉-硚口区,绩效奖金 节日福利 专业培训 餐饮补贴 缴纳社保,10-14,"['武汉-硚口区', '3-4年经验', '大专', '招2人']"
天猫运营,广州维息动飞信息科技有限公司,民营公司,0.8-1.5万/月,广州-海珠区,五险一金 绩效奖金 定期体检 节日福利 朝九晚六 大小休 带薪年假 年终奖13薪 带薪撸猫 生日聚会团建,10-14,"['广州-海珠区', '1年经验', '招若干人']"
平台产品经理,奥动新能源汽车科技有限公司,民营公司,2-2.5万/月,上海-浦东新区,五险一金 周末双休 绩效奖金 年终奖金 专业培训 节假日福利,10-14,"['上海-浦东新区', '5-7年经验', '本科', '招1人']"
产品修图,成都部落窝科技有限公司,民营公司,120元/小时,成都-成华区,绩效奖金 弹性工作,10-14,"['成都-成华区', '2年经验', '大专', '招2人']"
大客户销售/底薪7-12K+高提成,上海泰羊电子商务有限公司,民营公司,1.5-3万/月,上海-黄浦区,五险一金 餐饮补贴 年终奖金 员工旅游 生日福利 节日福利 一年两次TB 员工低价内购 定期体检,10-14,"['上海-黄浦区', '2年经验', '大专', '招5人']"
BD客户经理-珠海,开思时代科技（深圳）有限公司,民营公司,1-1.5万/月,珠海,,10-14,"['珠海', '2年经验', '大专', '招1人']"
项目经理,深圳瑞福来智能科技股份有限公司,民营公司,0.8-1.2万/月,深圳-宝安区,五险一金 员工旅游 专业培训 年终奖金 定期体检 周末双休 提供住宿 节日福利 带薪年假,10-14,"['深圳-宝安区', '3-4年经验', '大专', '招1人']"
初级产品经理,浙江亿联康医疗科技有限公司,创业公司,1-1.5万/月,杭州-拱墅区,,10-14,"['杭州-拱墅区', '2年经验', '本科', '招若干人']"
电商平台上架产品,珠海市鲜茗叶茶业有限公司,创业公司,110元/天,中山-坦洲镇,,10-14,"['中山-坦洲镇', '无需经验', '招1人']"
售后服务工程师,深圳盒子信息科技有限公司,民营公司,6-8千/月,深圳-南山区,五险一金 交通补贴 通讯补贴 带薪年假 节日福利 免费班车 员工旅游 专业培训 年终奖金 定期体检,10-14,"['深圳-南山区', '3-4年经验', '大专', '招1人']"
国内销售工程师,深圳飞特模型有限公司,民营公司,0.7-1.5万/月,深圳-龙岗区,节日福利 专业培训 全勤奖 员工旅游 餐饮补贴 缴纳社保,10-14,"['深圳-龙岗区', '2年经验', '大专', '招4人']"
客服专员,无锡载初网络科技有限公司,民营公司,3.5-6千/月,无锡-梁溪区,五险 绩效奖金 年终奖金,10-14,"['无锡-梁溪区', '无需经验', '大专', '招5人']"
业务推动岗,上海杉泰健康科技有限公司,民营公司,1-2万/月,天津-红桥区,,10-14,"['天津-红桥区', '3-4年经验', '大专', '招1人']"
储备店长+高底薪+地铁口办公,长沙县星沙香桔文化用品店,民营公司,4-7千/月,长沙-长沙县,,10-14,"['长沙-长沙县', '1年经验', '大专', '招1人']"
亚马逊运营  主管带教,深圳市传盛科技有限公司,民营公司,0.8-1.5万/月,深圳-宝安区,五险一金 员工旅游 交通补贴 专业培训 绩效奖金 年终奖金 弹性工作 定期体检 补充公积金 补充医疗保险,10-14,"['深圳-宝安区', '无需经验', '本科', '招2人']"
美工+双休,广州市加法网络科技有限公司,民营公司,6-8千/月,广州-海珠区,五险一金 周末双休 弹性工作 员工旅游 不定期下午茶 加班补贴 绩效奖金 节日福利,10-14,"['广州-海珠区', '1年经验', '大专', '招1人']"
见习客服主管,九河信息技术（上海）有限公司,民营公司,0.8-1万/月,上海-闵行区,弹性工作 带薪年假 五险一金 绩效奖金 全勤奖 节日福利 加班补贴,10-14,"['上海-闵行区', '1年经验', '大专', '招若干人']"
客户经理,重庆天极网络有限公司,民营公司,4-6千/月,成都-高新区,,10-14,"['成都-高新区', '1年经验', '大专', '招1人']"
跨境电商客服组长/主管,深圳市星商电子商务有限公司,民营公司,1-1.5万/月,深圳-龙岗区,五险一金 年终奖金 绩效奖金 餐饮补贴 年底双薪,10-14,"['深圳-龙岗区', '3-4年经验', '大专', '招若干人']"
培训讲师,深圳盛达同泽科技有限公司,民营公司,1-1.8万/月,北京-大兴区,周末双休 带薪年假 五险一金 绩效奖金 节日福利 高温补贴 住房补贴 交通补贴 年终奖金 定期体检,10-14,"['北京-大兴区', '2年经验', '本科', '招2人']"
月薪12000客服销售/提成翻倍,上海卓光商务咨询有限公司,民营公司,0.8-1.5万/月,武汉-江夏区,周末双休 带薪年假 五险一金 全勤奖 节日福利 专业培训 高温补贴 绩效奖金 住房补贴,10-14,"['武汉-江夏区', '无需经验', '高中', '招25人']"
电商运营经理,上海略道电子商务有限公司,民营公司,2-2.5万/月,上海-黄浦区,,10-14,"['上海-黄浦区', '3-4年经验', '大专', '招1人']"
销售顾问-咨询经理,广州联雅网络科技有限公司,民营公司,1-2万/月,广州-越秀区,绩效奖金 全勤奖 带薪年假 节日福利 定期体检 员工旅游 五险,10-14,"['广州-越秀区', '1年经验', '大专', '招1人']"
网络客服销售5k+福利,开封庚兴商贸有限公司,创业公司,6-8千/月,开封,,10-14,"['开封', '无需经验', '高中', '招若干人']"
