job_name,company_name,companytype_text,providesalary_text,workarea_text,jobwelf,updatedate,attribute_text
产品经理,南京灵动信息技术有限公司,民营公司,0.8-1.5万/月,南京-建邺区,五险一金 员工旅游 节假日福利 带薪年假,10-14,"['南京-建邺区', '3-4年经验', '本科', '招2人']"
电话销售经理8K-12K,四川省强聘企业管理咨询有限公司,民营公司,0.8-1.2万/月,成都-高新区,做五休二 五险一金 带薪年假 专业培训 全勤奖 绩效奖金 弹性工作 通讯补贴 交通补贴 高温补贴,10-14,"['成都-高新区', '1年经验', '中专', '招若干人']"
招商专员,广州市佰斯网络科技有限公司,民营公司,4-8千/月,广州,带薪年假 绩效奖金 专业培训 节日福利 全勤奖,10-14,"['广州', '1年经验', '大专', '招1人']"
采购经理,上海中链云物联网科技有限公司,民营公司,0.8-1万/月,上海-嘉定区,五险一金 餐饮补贴 绩效奖金 年终奖金 周末双休 带薪年假 通讯补贴 节日福利,10-14,"['上海-嘉定区', '1年经验', '大专', '招1人']"
Purchasing Executive 采购订单管理,香港科根有限公司深圳代表处,外企代表处,1-1.5万/月,深圳-南山区,五险一金 员工旅游 通讯补贴 年终奖金 定期体检 弹性工作,10-14,"['深圳-南山区', '5-7年经验', '大专', '招1人']"
高级客户经理,杭州银准网络科技有限公司,民营公司,1.2-2.4万/月,杭州-滨江区,五险一金 绩效奖金 定期体检 股票期权 交通补贴 弹性工作 员工旅游,10-14,"['杭州-滨江区', '3-4年经验', '大专', '招10人']"
天猫售前/售后客服,上海祖米商贸有限公司,民营公司,6-8千/月,上海-闵行区,五险一金 做五休二 绩效奖金 带薪年假 弹性工作 周末双休,10-14,"['上海-闵行区', '2年经验', '大专', '招3人']"
运营专员,广州市餐汇信息服务有限公司,民营公司,0.6-1万/月,广州-天河区,五险一金 通讯补贴 年终奖金 年度加薪 工龄工资 带薪年假 团建活动 生日补贴 节日礼品,10-14,"['广州-天河区', '1年经验', '大专', '招5人']"
亚马逊精品（法国站）,深圳市亿时代经贸有限公司,民营公司,0.6-1.8万/月,深圳-龙岗区,五险 员工旅游 餐饮补贴 专业培训 绩效奖金 年终奖金 股票期权 弹性工作 定期体检 文体活动,10-14,"['深圳-龙岗区', '1年经验', '大专', '招若干人']"
淘宝客服（提成+五险+带薪假期）,广州汉网贸易有限公司,民营公司,4-7千/月,广州-荔湾区,绩效奖金 提成 节日福利 专业培训 带薪年假 弹性工作 员工旅游 六险,10-14,"['广州-荔湾区', '无需经验', '高中', '招4人']"
实习客服（包住）,广州臣信网络科技有限公司,民营公司,4-6千/月,广州-白云区,全勤奖 节日福利 社保 带薪年假 绩效奖金 专业培训 包住宿 住房补贴,10-14,"['广州-白云区', '无需经验', '招若干人']"
营销策划专员,上海鲸舞网络科技有限公司,民营公司,1-1.5万/月,上海-徐汇区,,10-14,"['上海-徐汇区', '2年经验', '大专', '招1人']"
年薪30万不是梦高薪跨境电商业务五险一金，年底双薪,广州链名牌布艺有限公司,民营公司,0.5-1万/月,广州-番禺区,弹性工作 带薪年假 五险一金 专业培训 节日福利 大小周 国内外旅游,10-14,"['广州-番禺区', '无需经验', '大专', '招5人']"
天猫推广专员,杭州小干工业设计有限公司,民营公司,0.8-1.3万/月,杭州-临平区,交通补贴 员工旅游 餐饮补贴 通讯补贴 年终奖金 五险一金 全勤奖 节日福利 带薪年假 加班补贴,10-14,"['杭州-临平区', '2年经验', '招1人']"
高级产品经理,上海走起网络科技有限公司,合资,1.5-2万/月,上海-长宁区,五险一金 节日福利 绩效奖金 交通补贴 通讯补贴 带薪年假 出国机会 定期体检 年终奖金,10-14,"['上海-长宁区', '3-4年经验', '本科', '招1人']"
培训专员,广东其力国际贸易有限公司广州分公司,民营公司,6-8千/月,广州-天河区,餐饮补贴 交通补贴 弹性工作 年终奖金 专业培训 五险社保,10-14,"['广州-天河区', '1年经验', '大专', '招1人']"
客户代表/顾问,上海维弗网络科技有限公司,民营公司,0.5-1万/月,上海-虹口区,周末双休 带薪年假 五险一金 绩效奖金 弹性工作 做五休二,10-14,"['上海-虹口区', '1年经验', '大专', '招2人']"
品牌文案策划,深圳市虚拟现实技术有限公司,民营公司,1-1.5万/月,深圳-南山区,五险一金,10-14,"['深圳-南山区', '3-4年经验', '本科', '招1人']"
技术支持工程师,亚数信息科技（上海）有限公司,合资,0.7-1.2万/月,上海-徐汇区,员工旅游 定期体检 绩效奖金 五险一金 餐饮补贴 年终奖金 弹性工作,10-14,"['上海-徐汇区', '2年经验', '大专', '招2人']"
淘宝客服,宁波道紫文化传播有限公司,创业公司,6-8千/月,宁波-镇海区,弹性工作 带薪年假 五险一金 节日福利 专业培训 通讯补贴,10-14,"['宁波-镇海区', '无需经验', '本科', '招若干人']"
市场拓展经理,宁波万塑信息技术有限公司,民营公司,0.8-1万/月,宁波-镇海区,员工旅游 出国机会 弹性工作,10-14,"['宁波-镇海区', '1年经验', '中专', '招3人']"
拼多多客服,广州芬仙贸易有限公司,民营公司,0.5-1万/月,广州-越秀区,带薪年假 绩效奖金 全勤奖 节日福利 专业培训 交通补贴 餐饮补贴 加班补贴 住房补贴,10-14,"['广州-越秀区', '无需经验', '高中', '招3人']"
销售经理  (MJ000157),北京万方数据股份有限公司,国企,4-8千/月,西安-碑林区,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 绩效奖金 定期体检,10-14,"['西安-碑林区', '1年经验', '本科', '招2人']"
大客户销售,优易达（武汉）有限公司,民营公司,0.8-1万/月,武汉-江夏区,五险一金 专业培训 员工旅游 通讯补贴 交通补贴 年终奖金 带薪年假 节日福利 全勤奖,10-14,"['武汉-江夏区', '1年经验', '大专', '招2人']"
速卖通客服,深圳市简车速配科技有限公司,民营公司,5-8千/月,深圳-龙岗区,员工旅游 专业培训 年终奖金 定期体检 带薪年假 生日福利 节假日福利 五险一金 全勤奖,10-14,"['深圳-龙岗区', '无需经验', '中专', '招2人']"
天猫运营专员,无锡市酷啦电子科技有限公司,民营公司,4.5-6千/月,无锡-锡山区,带薪年假 包吃 绩效奖金 节日福利 专业培训 交五险 团建活动,10-14,"['无锡-锡山区', '1年经验', '大专', '招1人']"
京东推广经理(北京）,江苏欧美斯科技发展集团有限公司,民营公司,1.4-2.8万/月,北京-大兴区,五险一金 绩效奖金 全勤奖 节日福利 餐饮补贴 加班补贴 通讯补贴 团建旅游 工龄工资 带薪年假,10-14,"['北京-大兴区', '3-4年经验', '大专', '招2人']"
资深培训顾问,“前程无忧”51job.com（杭州）,外资（非欧美）,15-30万/年,杭州-西湖区,周末双休 五险一金 补充公积金 绩效奖金 年终奖金 定期体检 补充医疗保险 带薪年假 带薪病假,10-14,"['杭州-西湖区', '3-4年经验', '本科', '招若干人']"
客户经理（20天年假+年终奖金）,耀石（苏州）网络科技有限公司,民营公司,1-1.5万/月,苏州-工业园区,带薪年假 全勤奖 包住宿 绩效奖金 专业培训 节日福利 五险 年终奖金 每年多次调薪 员工旅游,10-14,"['苏州-工业园区', '无需经验', '招8人']"
亚马逊运营专员,Nuu Garden Corp.,外资（欧美）,8-12万/年,宁波-鄞州区,员工旅游 年终奖金 社保五险 周末双休 节日福利 绩效奖金 免费中餐 专业培训 出国机会,10-14,"['宁波-鄞州区', '1年经验', '本科', '招2人']"
销售顾问,辽宁贝壳房地产经纪有限公司,民营公司,0.8-1万/月,沈阳-沈河区,五险一金 绩效奖金 住房补贴 定期体检 出国机会 员工旅游 专业培训 弹性工作,10-14,"['沈阳-沈河区', '无需经验', '大专', '招6人']"
业务员/业务代表/电商系统销售,深圳市聚壹网络技术有限公司,民营公司,2-2.5万/月,深圳-宝安区,五险一金 弹性工作 绩效奖金 年终奖金 交通补贴 员工旅游,10-14,"['深圳-宝安区', '无需经验', '招若干人']"
销售经理,Supplyframe China,外资（欧美）,1-1.5万/月,苏州,五险一金 补充医疗保险 交通补贴 餐饮补贴 定期体检,10-14,"['苏州', '3-4年经验', '本科', '招1人']"
美工主管（有社保）,广州睿治文化创意有限公司,民营公司,0.8-1.5万/月,广州-天河区,带薪年假 节日福利 专业培训 年终奖金 员工旅游 社保,10-14,"['广州-天河区', '3-4年经验', '大专', '招1人']"
市场跟单员,广东好易点科技有限公司,民营公司,4-6千/月,佛山-南海区,五险一金 免费班车 员工旅游 年终奖金 节日福利 做五休二 周末双休,10-14,"['佛山-南海区', '无需经验', '招2人']"
Amazon/亚马逊产品开发（精品）(双休）,深圳市易时代电子商务有限公司,民营公司,0.8-1.5万/月,深圳-龙岗区,年终奖金 周末双休 弹性工作 带薪年假 五险一金 节日福利,10-14,"['深圳-龙岗区', '1年经验', '大专', '招1人']"
销售助理（阿里国际站）,成都信华赛睿电子商务有限公司,民营公司,0.4-1万/月,成都-高新区,,10-14,"['成都-高新区', '无需经验', '大专', '招10人']"
销售BD/O2O销售代表,广州市优荟加科技有限公司,民营公司,6-8千/月,广州-越秀区,年终奖金 绩效奖金 周末双休 员工旅游 社保 聚餐 带薪年假 节日福利 各类带薪假期,10-14,"['广州-越秀区', '1年经验', '大专', '招10人']"
采购员/买手/档口采购,深圳市恒炜烨通讯有限公司,民营公司,6-8千/月,深圳-龙华区,,10-14,"['深圳-龙华区', '3-4年经验', '中专', '招1人']"
销售经理,佰聆数据股份有限公司,民营公司,1.2-2万/月,广州-黄埔区,,10-14,"['广州-黄埔区', '5-7年经验', '本科', '招1人']"
lazada运营专员,广州钛动科技有限公司,民营公司,0.6-1万/月,广州-天河区,五险一金 免费班车 员工旅游 交通补贴 餐饮补贴 年终奖金 定期体检 弹性工作,10-14,"['广州-天河区', '2年经验', '本科', '招1人']"
营销策划主管（D轮准上市公司）,广州乐摇摇信息科技有限公司,民营公司,1-1.5万/月,广州-番禺区,五险一金 补充医疗保险 员工旅游 交通补贴 通讯补贴 绩效奖金 年终奖金 股票期权,10-14,"['广州-番禺区', '3-4年经验', '本科', '招若干人']"
阿里巴巴1688运营,深圳市华星视讯科技有限公司,民营公司,2-2.5万/月,深圳-龙华区,员工旅游 交通补贴 年终奖金 节日福利 加班补贴 平时聚餐 全勤奖,10-14,"['深圳-龙华区', '3-4年经验', '中专', '招2人']"
网店运营专员,昆山乐绘电子商务有限公司,民营公司,6-8千/月,昆山,,10-14,"['昆山', '2年经验', '招1人']"
销售助理,湖北承大银河数据技术有限公司,国企,4.5-6千/月,武汉-江夏区,周末双休 带薪年假 五险一金 绩效奖金,10-14,"['武汉-江夏区', '2年经验', '大专', '招1人']"
高级信息流优化师,江苏猎宝网络科技股份有限公司,民营公司,1.5-2.5万/月,南京-玄武区,五险一金 免费班车 绩效奖金 年终奖金,10-14,"['南京-玄武区', '3-4年经验', '大专', '招1人']"
电商售后客服,上海箴德文化科技有限公司,民营公司,5-7千/月,上海-闵行区,五险一金 餐饮补贴 绩效奖金 住房补贴 生日福利 节日福利 带薪年假,10-14,"['上海-闵行区', '2年经验', '初中及以下', '招若干人']"
跨境电商/亚马逊运营助理,广州橙子创新科技有限公司,创业公司,4.5-6千/月,广州-番禺区,带薪年假 五险一金 节日福利 餐饮补贴 加班补贴 生日假 团队聚餐 竞争力底薪 提成 晋升,10-14,"['广州-番禺区', '无需经验', '大专', '招2人']"
项目运营专员（垃圾分类）,广州方舟创优科技有限公司,民营公司,5-7千/月,广州-海珠区,周末双休 环境优美 社会保险 交通便利 专业培训 生日会 团建旅游 发展空间大 年终奖金 加班补贴,10-14,"['广州-海珠区', '1年经验', '大专', '招1人']"
区域销售总监,纳里健康科技有限公司,民营公司,1.2-1.8万/月,合肥-蜀山区,五险一金 餐饮补贴 弹性工作 通讯补贴 专业培训 交通补贴 绩效奖金 年终奖金,10-14,"['合肥-蜀山区', '5-7年经验', '大专', '招2人']"
销售经理BDM,武汉运盛智配科技有限公司,民营公司,1-1.5万/月,武汉-青山区,五险一金 工作餐 餐饮补贴 定期体检 员工旅游 年终奖金 弹性工作 专业培训 交通补贴,10-14,"['武汉-青山区', '5-7年经验', '大专', '招1人']"
采购经理,深圳联达技术实业有限公司,民营公司,1.5-2万/月,深圳-光明区,包三餐 包住宿 绩效奖金 全勤奖 节日福利 专业培训 五险 下午茶,10-14,"['深圳-光明区', '5-7年经验', '大专', '招1人']"
58推广客户经理（五险+法定节假日）,襄阳济海富通网络科技有限公司,民营公司,6-8千/月,襄阳,,10-14,"['襄阳', '2年经验', '大专', '招2人']"
天猫客服主管,广州创越安防科技有限公司,民营公司,0.8-1万/月,广州-白云区,绩效奖金 节日福利 专业培训 全勤奖 带薪年假 五险一金,10-14,"['广州-白云区', '3-4年经验', '大专', '招1人']"
市场销售,未来医生,民营公司,0.5-1万/月,深圳-南山区,,10-14,"['深圳-南山区', '招1人']"
销售经理,重庆趣见科技有限公司,民营公司,0.8-1.5万/月,重庆-渝北区,五险一金 专业培训 节日福利 法定节假日 弹性工作 年终奖金 绩效奖金 员工旅游,10-14,"['重庆-渝北区', '1年经验', '大专', '招若干人']"
阿里巴巴国际站运营,深圳市荣亿同创科技有限公司,民营公司,0.5-1万/月,深圳-宝安区,带薪年假 节日福利 绩效奖金 大小周 社保,10-14,"['深圳-宝安区', '2年经验', '大专', '招1人']"
大区销售总监（辖多城市）,上海力醒科技有限公司,民营公司,2.5-5万/月,苏州-工业园区,五险一金 专业培训 弹性工作 年终奖金 绩效奖金 交通补贴 餐饮补贴 员工旅游,10-14,"['苏州-工业园区', '5-7年经验', '本科', '招1人']"
社群运营,上海乾狮网络科技有限公司,民营公司,1-1.5万/月,上海-长宁区,五险一金 员工旅游 通讯补贴 定期体检 年终奖金 弹性工作,10-14,"['上海-长宁区', '3-4年经验', '本科', '招2人']"
美工(跨境电商亚马逊平台),杭州莱戈科技有限公司,民营公司,6-8千/月,杭州-滨江区,,10-14,"['杭州-滨江区', '1年经验', '大专', '招2人']"
售后客服主管/经理,广州乐芙信息科技有限公司,民营公司,1.2-1.8万/月,广州-天河区,五险一金 员工旅游 专业培训 出国机会 绩效奖金 年终奖金 股票期权 定期体检 年底双薪 交通便利,10-14,"['广州-天河区', '2年经验', '大专', '招1人']"
新媒体广告销售（双休+不加班）,云南乐讯在线文化发展有限公司,民营公司,0.4-1万/月,昆明-五华区,五险一金 交通补贴 餐饮补贴 员工旅游 专业培训 年终奖金,10-14,"['昆明-五华区', '无需经验', '高中', '招若干人']"
速卖通产品开发,深圳市菲亚斯电子商务有限公司,民营公司,0.8-1.3万/月,深圳-龙岗区,五险一金 绩效奖金 全勤奖 每月团建,10-14,"['深圳-龙岗区', '2年经验', '大专', '招1人']"
普工,淮安航道网络科技有限公司,民营公司,6-9千/月,东莞-厚街镇,,10-14,"['东莞-厚街镇', '无需经验', '招35人']"
销售专员/助理-五险一金 地铁口附近,深圳小美网络科技有限公司,民营公司,4-8千/月,深圳-宝安区,员工旅游 绩效奖金 年终奖金 专业培训 五险一金 弹性工作 通讯补贴,10-14,"['深圳-宝安区', '无需经验', '招若干人']"
高级CRM专员（中国区，天猫京东优先）,安克创新科技股份有限公司,民营公司,1-1.5万/月,广州,,10-14,"['广州', '3-4年经验', '本科', '招2人']"
电商运营 双休 社保,成都洛源科技有限公司,民营公司,0.6-1万/月,成都-金牛区,专业培训 绩效奖金 员工旅游 国家节假日 周末双休,10-14,"['成都-金牛区', '2年经验', '本科', '招若干人']"
淘宝客服,深圳市幻尔科技有限公司,民营公司,0.6-1万/月,深圳-龙岗区,五险一金 餐饮补贴 住房补贴 全勤奖 带薪年假 弹性工作 专业培训,10-14,"['深圳-龙岗区', '无需经验', '高中', '招4人']"
网络/在线客服  6000-9000元,上海沪芯电子设备有限公司,民营公司,6-9千/月,上海-闵行区,节日福利 餐饮补贴 五险一金 年终奖金 弹性工作 带薪年假,10-14,"['上海-闵行区', '1年经验', '中专', '招3人']"
部门助理,广东言和广告有限公司,民营公司,4.5-5千/月,广州-天河区,五险一金 员工旅游 年终奖金 专业培训 弹性工作 周末双休 绩效奖金,10-14,"['广州-天河区', '1年经验', '大专', '招1人']"
跨境电商运营,深圳世迈科技有限公司,民营公司,0.6-1.2万/月,深圳-龙岗区,,10-14,"['深圳-龙岗区', '1年经验', '大专', '招3人']"
客服专员（薪资4000+五险）,武汉永乐云商电子商务有限公司,民营公司,4-6千/月,武汉-江汉区,员工旅游 餐饮补贴 通讯补贴 绩效奖金 加班补贴 五险一金 带薪年假,10-14,"['武汉-江汉区', '1年经验', '中专', '招1人']"
销售顾问,杭州欧柯信息科技有限公司,民营公司,1-2万/月,杭州-上城区,,10-14,"['杭州-上城区', '1年经验', '大专', '招10人']"
淘宝天猫拼多多电商运营,成都凯易商贸有限公司,民营公司,0.5-1万/月,成都-成华区,,10-14,"['成都-成华区', '无需经验', '招2人']"
跨境电商（Ebay）,深圳易创意贸易有限公司,民营公司,0.6-1.2万/月,深圳-龙华区,全勤奖 绩效奖金 节日福利 专业培训 交通补贴 住房补贴 带薪年假 大小周 社保 弹性工作,10-14,"['深圳-龙华区', '无需经验', '大专', '招6人']"
产品经理,江西无界太平通宝科技有限公司,民营公司,0.8-1万/月,南昌-红谷滩新区,五险一金 交通补贴 餐饮补贴 绩效奖金 补充公积金 员工旅游 通讯补贴 年终奖金 全勤奖 节日福利,10-14,"['南昌-红谷滩新区', '3-4年经验', '大专', '招若干人']"
五险一金/x行政班提醒客服（无销售性质）,安徽晨扬信息科技有限公司,民营公司,0.8-1万/月,合肥-滨湖新区,带薪年假 全勤奖 节日福利 弹性工作 团队建设 五险一金 年终奖金,10-14,"['合肥-滨湖新区', '无需经验', '高中', '招6人']"
扶商经理,深圳市中电数通智慧安全科技股份有限公司,民营公司,0.8-1.6万/月,深圳-南山区,五险一金 员工旅游 专业培训 股票期权 弹性工作 餐饮补贴,10-14,"['深圳-南山区', '2年经验', '大专', '招2人']"
阿里巴巴业务主管,深圳市东美测量仪器有限公司,民营公司,1-1.5万/月,深圳-龙岗区,补充医疗保险 绩效奖金 包住 包吃 年终奖金 员工旅游 专业培训 五险一金 定期体检,10-14,"['深圳-龙岗区', '3-4年经验', '招1人']"
运营专员,掌聚无线,民营公司,4.5-6千/月,广州-天河区,,10-14,"['广州-天河区', '1年经验', '大专', '招若干人']"
采购助理（无经验要求）,深圳市大浩电子商务有限公司,民营公司,4-6千/月,深圳-龙岗区,五险一金 绩效奖金 全勤奖 团建,10-14,"['深圳-龙岗区', '1年经验', '大专', '招1人']"
电商客服专员,上海豫宠网络科技有限公司,民营公司,6-8千/月,上海-浦东新区,,10-14,"['上海-浦东新区', '1年经验', '大专', '招3人']"
美工/设计师（跨境电商）,深圳市承信品牌管理有限公司,民营公司,0.9-1.5万/月,深圳-龙岗区,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 13薪 下午茶 福利补贴,10-14,"['深圳-龙岗区', '2年经验', '大专', '招2人']"
资深美术指导,时代大数据,民营公司,1.1-1.5万/月,广州-天河区,五险一金 年终奖金 全勤奖 优秀员工奖 团建活动 节日礼品 周末双休,10-14,"['广州-天河区', '5-7年经验', '大专', '招1人']"
培训专员,云汉芯城（上海）互联网科技股份有限公司,民营公司,0.8-1万/月,上海-松江区,五险一金 绩效奖金 员工旅游 专业培训 带薪年假 晋升空间 项目奖金 节日福利,10-14,"['上海-松江区', '2年经验', '大专', '招1人']"
1688运营,义乌市佰泽电子商务有限公司,民营公司,0.5-1万/月,宁波-镇海区,绩效奖金 员工旅游 住宿补贴 弹性工作,10-14,"['宁波-镇海区', '1年经验', '高中', '招若干人']"
电商运营,上海国象实业有限公司,民营公司,6-8千/月,常州-武进区,带薪年假 弹性工作 加班补贴 全勤奖 绩效奖金 8小时单休,10-14,"['常州-武进区', '3-4年经验', '大专', '招3人']"
店员/服务员(底薪4800+提成+包住）,衣图数字科技深圳有限公司,民营公司,4.8-6.8千/月,广州-南沙区,,10-14,"['广州-南沙区', '无需经验', '招6人']"
淘宝客服,深圳市神州行户外用品有限公司,民营公司,6-8千/月,深圳-龙华区,五险一金 年终奖金 绩效奖金 员工旅游,10-14,"['深圳-龙华区', '1年经验', '中专', '招2人']"
速卖通运营--双休&精品,深圳易通联商务服务有限公司,民营公司,0.6-1.2万/月,深圳-南山区,五险一金 员工旅游 出国机会 专业培训 通讯补贴 周末双休,10-14,"['深圳-南山区', '1年经验', '大专', '招2人']"
销售代表(J10591),广州中康资讯股份有限公司,合资,0.8-1万/月,广州-天河区,带薪年假 定期团建 专业培训 年度调薪 五险一金 年终奖金 绩效奖金 餐饮补贴,10-14,"['广州-天河区', '1年经验', '大专', '招1人']"
电话销售（月均8000以上，双休）,上海巧客网络科技有限公司,民营公司,0.8-1万/月,上海-静安区,周末双休 五险一金 绩效奖金 全勤奖 节日福利 高提成 专业培训,10-14,"['上海-静安区', '1年经验', '招10人']"
服务支持工程师,上海创程车联网络科技有限公司,国企,8-10万/年,苏州,免费班车 餐饮补贴 五险一金 年终奖金 定期体检 提供住宿 交通补贴,10-14,"['苏州', '3-4年经验', '大专', '招1人']"
女装商品专员,杭州微辣新零售科技有限公司,民营公司,0.8-1万/月,杭州-萧山区,五险 年终奖金 股票期权 员工旅游 带薪年假 节日福利 零食下午茶 工龄奖 高颜值,10-14,"['杭州-萧山区', '1年经验', '大专', '招1人']"
市场营销主管,云展传播（武汉）有限公司,民营公司,0.5-1万/月,武汉-汉阳区,周末双休 五险一金 绩效奖金 节日福利,10-14,"['武汉-汉阳区', '1年经验', '大专', '招2人']"
拼多多运营/主管,广州透真化妆品有限公司,民营公司,0.8-1万/月,广州,绩效奖金 年终奖金 员工旅游 节日福利 全勤奖,10-14,"['广州', '3-4年经验', '大专', '招1人']"
底薪6K起 lazada.shopee运营专员,深圳市新万华科技有限公司,民营公司,0.6-1.2万/月,深圳-龙岗区,五险一金 绩效奖金 员工活动 节日福利,10-14,"['深圳-龙岗区', '2年经验', '大专', '招6人']"
销售代表,51Talk(事业部三）,上市公司,1-1.5万/月,上海-徐汇区,带薪年假 节日福利 交通补贴 领导nice 专业培训 住房补贴,10-14,"['上海-徐汇区', '无需经验', '高中', '招20人']"
培训主管,江西泰盈科技有限公司,合资,6-8千/月,南昌-青山湖区,五险一金 绩效奖金 年终奖金 专业培训 包食宿,10-14,"['南昌-青山湖区', '3-4年经验', '本科', '招3人']"
亚马逊运营,佛山鲸力网络科技有限公司,民营公司,1.5-2.5万/月,佛山-南海区,五险一金 专业培训 绩效奖金 年终奖金 员工旅游 餐饮补贴 住宿补贴 带薪年假 节日福利,10-14,"['佛山-南海区', '2年经验', '本科', '招2人']"
城市经理,拉卡拉支付集团（华南区域）,合资,0.8-1万/月,广州-黄埔区,五险一金 交通补贴 通讯补贴 专业培训 定期体检 周末双休 高温补贴 带薪年假 节日福利,10-14,"['广州-黄埔区', '3-4年经验', '大专', '招2人']"
项目经理,重庆愉客行网络有限公司,国企,0.7-1万/月,重庆-南岸区,带薪年假 周末双休 早中餐 五险一金 十三薪 定期体检 补充医疗保险 年终奖金 专业培训,10-14,"['重庆-南岸区', '2年经验', '本科', '招1人']"
私域运营,浙江盈科万勤通信技术有限公司,民营公司,0.5-1万/月,杭州-西湖区,社会保险 节日福利 生日福利 绩效奖金 专业培训 员工旅游 周末双休 交通补贴 通讯补贴,10-14,"['杭州-西湖区', '无需经验', '大专', '招2人']"
销售管理,武汉安海众德科技发展有限公司,民营公司,0.8-1万/月,武汉-江岸区,做五休二 包吃 带薪年假 全勤奖 绩效奖金 团建活动 专业培训 节日福利,10-14,"['武汉-江岸区', '1年经验', '大专', '招5人']"
客户经理双休+五险一金+商业意外险+节假福利+年终奖,长沙国投银方征信有限公司,民营公司,4.5-9千/月,长沙-岳麓区,五险一金 交通补贴 通讯补贴 专业培训 年终奖金 团建 生日会,10-14,"['长沙-岳麓区', '3-4年经验', '大专', '招1人']"
运营助理,苏州飞宇互娱信息科技有限公司,民营公司,5-7千/月,苏州-工业园区,做五休二 五险一金 带薪年假 绩效奖金 全勤奖 节日福利 专业培训 加班补贴,10-14,"['苏州-工业园区', '1年经验', '大专', '招2人']"
采购,广州裕泉复合材料有限公司,民营公司,4-6千/月,佛山-南海区,,10-14,"['佛山-南海区', '1年经验', '中专', '招1人']"
美工设计师,广州市巴蓓拉化妆品有限公司,民营公司,0.6-1万/月,广州-番禺区,全勤奖 带薪年假 节日福利 员工旅游 五险一金 弹性工作 绩效奖金 带薪病假,10-14,"['广州-番禺区', '3-4年经验', '大专', '招2人']"
平台运营专员,成都购商云汇信息技术有限公司,民营公司,0.6-1万/月,成都-高新区,交通补贴 餐饮补贴 绩效奖金 早餐 员工旅游,10-14,"['成都-高新区', '2年经验', '本科', '招1人']"
2销售无责底薪4700+,武汉市英茂商务咨询有限公司,民营公司,1-1.5万/月,武汉-硚口区,,10-14,"['武汉-硚口区', '无需经验', '大专', '招若干人']"
供应链专员,创颖峻网络科技（深圳）有限公司,外资（非欧美）,6-8千/月,深圳-宝安区,带薪年假 五险一金 绩效奖金 全勤奖 节日福利 专业培训 团队活动 年终奖金 周末双休,10-14,"['深圳-宝安区', '1年经验', '大专', '招1人']"
投放运营（年底双薪）,长沙极度信息技术有限公司,民营公司,4-8千/月,长沙-雨花区,购买五险 全勤奖 餐补 年底双薪 节日福利 带薪年假 员工旅游 结婚生子福利 专业培训,10-14,"['长沙-雨花区', '1年经验', '大专', '招1人']"
市场拓展专员,天健集团,外资（非欧美）,0.5-1万/月,广州-海珠区,带薪年假 五险一金 节日福利 餐饮补贴 年终奖金 做五休二,10-14,"['广州-海珠区', '1年经验', '大专', '招若干人']"
电商视觉设计,上海倚天科技有限公司,民营公司,1-1.5万/月,上海-徐汇区,五险一金 定期体检 绩效奖金 员工旅游 专业培训 提成奖励,10-14,"['上海-徐汇区', '3-4年经验', '大专', '招1人']"
产品专员（产品经理方向）,北京清能互联科技有限公司,民营公司,0.8-1.6万/月,广州-天河区,五险一金 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 周末双休,10-14,"['广州-天河区', '1年经验', '本科', '招1人']"
驻办事处销售主管,上海金万年实业发展有限公司,民营公司,4-7千/月,郑州,餐饮补贴 通讯补贴 专业培训 包住宿 交通补贴 绩效奖金 带薪年假,10-14,"['郑州', '1年经验', '高中', '招5人']"
底薪5K+高额提成聘营销顾问,小雨伞保险经纪有限公司深圳分公司,民营公司,1-2万/月,深圳-福田区,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 弹性工作 定期体检 做五休二 全勤奖 节日福利,10-14,"['深圳-福田区', '无需经验', '大专', '招6人']"
Ebay运营,广州网谊贸易有限公司,民营公司,5-8千/月,广州-白云区,弹性工作 员工旅游 全勤奖 年终奖金 定期体检 绩效奖金 社保,10-14,"['广州-白云区', '1年经验', '大专', '招1人']"
天猫运营,壕氏健身器材（上海）有限公司,民营公司,6-8千/月,上海-松江区,全勤奖 加班补贴 带薪年假 五险一金 绩效奖金 定期体检 做六休一,10-14,"['上海-松江区', '1年经验', '大专', '招2人']"
亚马逊产品开发助理/精品,深圳市速睿科踏科技有限公司,民营公司,5-8千/月,深圳-龙华区,绩效奖金 年终奖金 专业培训 员工旅游 五险 大小周 出国机会 全勤奖,10-14,"['深圳-龙华区', '1年经验', '大专', '招2人']"
酷家乐建模实施工程师,成都丽维家科技有限公司,创业公司,6-8千/月,成都-崇州市,绩效奖金 五险一金 节日福利 专业培训,10-14,"['成都-崇州市', '1年经验', '大专', '招1人']"
京东自营运营,上海伊顺生物科技有限公司,民营公司,1.5-3万/月,上海-闵行区,年终奖金 员工旅游 交通补贴 通讯补贴 周末双休 加班补贴 节日福利,10-14,"['上海-闵行区', '1年经验', '高中', '招1人']"
周末双休招聘BD销售、软件销售、微商城销售,武汉聚连电子商务有限公司,民营公司,1-1.5万/月,武汉-江夏区,做五休二 带薪年假 加班补贴 五险 绩效提成,10-14,"['武汉-江夏区', '1年经验', '大专', '招3人']"
